Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Createur_de_la_donnee,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,CP,Ville,nom_departement,nom_region,nom_membre,raison_sociale
Hôtel Campanile Rouen Zénith Parc Expo,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hôtel', 'Hôtellerie']",49.390547,1.05976999,Rue de la Mare Sansoure,Office de tourisme Rouen tourisme,2026-05-04, https://www.seine-maritime-tourisme.com/diffusio/fr/je-choisis/un-hebergement/hotel/saint-etienne-du-rouvray/hotel-campanile-rouen-zenith-parc-expo_TFOHOTNOR076FS002C4.php https://rouen-sud-parc-expo.campanile.com/fr-fr/,3 étoiles#Classement officiel des hébergements touristiques,"Le cadre naturel de l’établissement vous fera apprécier votre séjour, qu’il soit d’ordre professionnel ou personnel.

L’équipe s'attache à rendre votre séjour aussi agréable que possible et les chambres, sobres et irréprochables, sont équipées de...",76800,Saint-Étienne-du-Rouvray,Seine-Maritime,Normandie,Saint-Étienne-du-Rouvray,Métropole Rouen Normandie
Hôtel Campanile Rouen Est Franqueville-Saint-Pierre,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hôtel', 'Hôtellerie']",49.4025342,1.16163921,210 rue Jehan Ango - R.N. 14,Office de tourisme Rouen tourisme,2026-05-04, https://rouen-est-franqueville-saint-pierre.campanile.com/fr-fr/ https://rouen-est-franqueville-saint-pierre.campanile.com/fr-fr/,3 étoiles#Classement officiel des hébergements touristiques|Qualité Tourisme#Qualité Tourisme,"Pour nous rendre visite et profiter pleinement de votre séjour, notre établissement vous apporte un maximum de confort, de convivialité, de services fonctionnels et modernes. Hôtel nouvelle génération, 51 chambres avec literie haut de gamme,...",76520,Franqueville-Saint-Pierre,Seine-Maritime,Normandie,Franqueville-Saint-Pierre,Métropole Rouen Normandie
Mignonnette,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",50.0430413,1.33444059,3 avenue du Val Fleuri Mesnil-Val,Office de Tourisme Destination Le Tréport - Mers,2026-05-04, https://fr.airbnb.be/rooms/9298699?<> https://sonterra.eu/mignonette-sur-mer/ https://sonterra.eu/mignonette-sur-mer/,1 étoile#Classement officiel des hébergements touristiques,"Maison traditionnelle, de style anglo-normand (un ""gringalet""). Au calme dans un cul-de-sac, un petit havre de paix idéal pour un week-end prolongé ou des vacances en famille. Accès à la plage à pied quand souhaité (800m), ou possibilité de rester à...",76910,Criel-sur-Mer,Seine-Maritime,Normandie,Criel-sur-Mer,CC des Villes Soeurs
Camping Parc Val d'Albion,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Camping', 'Hôtellerie de plein air']",50.0436174,1.33045894,1 rue de la Mer Mesnil-Val-Plage,Office de Tourisme Destination Le Tréport - Mers,2026-05-04, http://campings-treport.com/,1 étoile#Classement officiel des hébergements touristiques,"A 50 m de la plage, le camping Val d'Albion situé sur sa petite falaise, surplombe la mer avec une vue panoramique.

Respect des gestes barrières appropriés",76910,Criel-sur-Mer,Seine-Maritime,Normandie,Criel-sur-Mer,CC des Villes Soeurs
Manoir d'Ango,"['Château', 'Site culturel', 'Lieu', ""Point d'intérêt"", 'Bâtiment civil remarquable', 'Pigeonnier', 'Patrimoine industriel, artisanal, rural, agricole et technique']",49.9025986,0.9989706,Route de la Cayenne,Office de Tourisme de Dieppe-Normandie,2026-05-04, https://www.facebook.com/p/Le-manoir-dAngo-61563655688120/<> https://www.instagram.com/lemanoirdango/,Maison des Illustres#Ministère de la Culture,"Monument Historique classé en 1862. Palais d'été construit au début du XVIe siècle par le plus puissant armateur de l'époque, Jehan Ango, gouverneur de Dieppe, conseiller maritime de François 1er et mécène. Exceptionnelle architecture Renaissance...",76119,Varengeville-sur-Mer,Seine-Maritime,Normandie,Varengeville-sur-Mer,CA de la Région Dieppoise
Jardin Shamrock,"['Site culturel', 'Parc et jardin', 'Lieu', ""Point d'intérêt""]",49.8989142,1.00076442,Route de la Cayenne,Office de Tourisme de Dieppe-Normandie,2026-05-04, http://www.shamrock-varengeville.com/,,"Le jardin accueille la collection nationale française d'hydrangéas (CCVS). Avec ses 1 500 plantes différentes, cette collection est la plus importante du monde. Elle est le lieu d'une activité horticole permanente. Les diverses plantes composant ce...",76119,Varengeville-sur-Mer,Seine-Maritime,Normandie,Varengeville-sur-Mer,CA de la Région Dieppoise
Maison de charme,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.9164023,1.0796967,12 rue Etienne Rimbert,Office de Tourisme de Dieppe-Normandie,2026-05-04,,3 étoiles#Classement officiel des hébergements touristiques,"Maison de charme de 130 m² dans un quartier résidentiel avec jardin de 500 m² et une grande terrasse ensoleillée : séjour de 30 m², cuisine, 4 grandes chambres, salle de bain.
A 10 minutes à pied de la plage.",76200,Dieppe,Seine-Maritime,Normandie,Dieppe,CA de la Région Dieppoise
Camping Le Rivage,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Camping', 'Hôtellerie de plein air']",49.7369662,0.30761098,RD211 Rue André Toutain,Office de tourisme Intercommunal de Fécamp,2026-05-04, http://www.camping-lerivage.com/,2 étoiles#Classement officiel des hébergements touristiques,"Idéalement situé sur les falaises d'Yport, vous apprécierez le climat, le calme et l'accueil convivial d'un village de pêcheurs.
Vue exceptionnelle sur la mer et les falaises, passage du GR21 pour des randonnées découvertes.
Musées et sites...",76111,Yport,Seine-Maritime,Normandie,Yport,CA Fécamp Caux Littoral Agglomération
Aire de stationnement et de service du Camping Le Rivage,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hôtellerie de plein air', 'Aire de camping-car']",49.7369662,0.30761098,RD211 Rue André Toutain,Office de tourisme Intercommunal de Fécamp,2026-05-04, http://www.camping-lerivage.com/,,"Idéalement situé sur les falaises d'Yport, vous apprécierez le climat, le calme et l'accueil convivial d'un village de pêcheurs.
Vue exceptionnelle sur la mer et les falaises, passage du GR21 pour des randonnées découvertes.
Musées et sites...",76111,Yport,Seine-Maritime,Normandie,Yport,CA Fécamp Caux Littoral Agglomération
Hôtel de la Mer,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hôtel', 'Hôtellerie']",49.7577975,0.3598073,89 boulevard Albert 1er,Office de tourisme Intercommunal de Fécamp,2026-05-04,,2 étoiles#Classement officiel des hébergements touristiques,"8 chambres - Idéalement situé sur la plage, entre l'entrée du port et les hautes falaises vers Etretat, cet hôtel bénéficie d'une vue imprenable sur la mer. Découvrez son bar lounge avec ses planches gourmandes, ses animations, ses 6 écrans.",76400,Fécamp,Seine-Maritime,Normandie,Fécamp,CA Fécamp Caux Littoral Agglomération
Casino Forges-les-Eaux,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Casino']",49.6081037,1.53191703,Avenue des Sources Domaine de Forges,Office de Tourisme Forges-les-Eaux,2026-05-04, http://www.domainedeforges.com/ http://www.domainedeforges.com/,Accueil Vélo#France Vélo Tourisme,"La salle des jeux vous propose près de 250 machines à sous de dernière génération, 70 postes de roulettes électroniques et 14 postes de Blackjack électroniques. Un espace est également dédié aux jeux traditionnels : roulettes anglaises, Black Jack,...",76440,Forges-les-Eaux,Seine-Maritime,Normandie,Forges-les-Eaux,CC des Quatre Rivières en Bray
Hôtel Les Pins de César,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hôtel', 'Hôtellerie']",49.6565202,0.1729013,1 chemin des Échos,Office de Tourisme Le Havre Etretat Normandie,2026-05-04, https://lespinsdecesar.com/fr/<> https://www.facebook.com/lespinsdecesar/<> https://www.instagram.com/lespinsdecesar/,4 étoiles#Classement officiel des hébergements touristiques,"Les Pins de César est un hôtel inoubliable situé à seulement 5 minutes des blanches falaises d'Etretat. Il a pour lui le charme authentique d'une maison de famille normande, l'élégance et le confort d'un hébergement haut-de-gamme, et une...",76280,Saint-Jouin-Bruneval,Seine-Maritime,Normandie,Saint-Jouin-Bruneval,CU Le Havre Seine Métropole
Restaurant Dormy House,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant', 'Hébergement', 'Hôtel', 'Hôtel-restaurant', 'Hôtellerie']",49.7070069,0.2055978,Falaise d'Aval Route du Havre,Office de Tourisme Le Havre Etretat Normandie,2026-05-04, https://www.dormy-house.com/restaurant-etretat-vue-mer/hotel-restaurant-etretat/ http://www.dormy-house.com/<> https://www.facebook.com/DormyHouseOfficiel/<> https://www.instagram.com/dormyhouseetretat/,Qualité Tourisme#Qualité Tourisme,"Le Dormy House vous offre avec son restaurant panoramique une vue exceptionnelle sur les falaises.

Venez découvrir les spécialités du pays : poissons frais et crustacés sauront ravir vos papilles.",76790,Étretat,Seine-Maritime,Normandie,Étretat,CU Le Havre Seine Métropole
Aire de stationnement et de service du Camping ABIJUNE,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hôtellerie de plein air', 'Aire de camping-car']",49.6829154,0.21336001,2 impasse Dom Fillastre,Office de Tourisme Le Havre Etretat Normandie,2026-05-04, https://www.camping-abijune.com/ https://www.camping-abijune.com/<> https://www.facebook.com/Camping-Abijune-263724204545679/<> https://www.instagram.com/camping_abijune/,3 étoiles#Classement officiel des hébergements touristiques,"Idéalement situé à seulement 2,5 kilomètres d'Étretat, ce camping offre 98 emplacements dans un cadre naturel et accueillant.

Vous serez charmé par son parc arboré, qui abrite 50 emplacements pour camping-cars, confort ou premium avec sanitaires...",76790,Le Tilleul,Seine-Maritime,Normandie,Le Tilleul,CU Le Havre Seine Métropole
Camping ABIJUNE,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Camping', 'Hôtellerie de plein air']",49.6829085,0.21334928,2 impasse Dom Fillastre,Office de Tourisme Le Havre Etretat Normandie,2026-05-04, https://www.camping-abijune.com/ https://www.camping-abijune.com/<> https://www.facebook.com/Camping-Abijune-263724204545679/<> https://www.instagram.com/camping_abijune/,4 étoiles#Classement officiel des hébergements touristiques|Accueil Vélo#France Vélo Tourisme,"Idéalement situé à seulement 2,5 km d’Étretat, ce camping propose 98 emplacements nichés dans un cadre verdoyant. Vous serez séduit par son parc arboré abritant 30 cottages de différentes gammes, une piscine chauffée et semi-couverte, un snack...",76790,Le Tilleul,Seine-Maritime,Normandie,Le Tilleul,CU Le Havre Seine Métropole
Location de vélos Velhano,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Loueur de matériel', 'Prestataire de service']",49.5250842,0.72697472,10 rue de la Vicomté CAUDEBEC-EN-CAUX,Office de tourisme Caux-Seine Normandie tourisme,2026-05-04, https://www.facebook.com/velhano/,Accueil Vélo#France Vélo Tourisme,"A mi-chemin entre Rouen et le Havre, sur la Route Historique des Abbayes Normandes, dans le Parc Naturel des Boucles de la Seine Normande, louer un vélo pour découvrir nature et monuments à votre rythme. Location de vélos tous chemins et location de...",76490,Rives-en-Seine,Seine-Maritime,Normandie,Rives-en-Seine,CA Caux Seine Agglo
Gîte L'ancienne Forge,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.5686186,0.7236844,99 route du Bourg,Office de tourisme Caux-Seine Normandie tourisme,2026-05-06, https://www.ancienne-forge.fr/<> https://www.facebook.com/Nathalie.Forge.76,3 étoiles#Classement officiel des hébergements touristiques,"Bienvenue à Louvetot, en plein cœur de la Normandie.
Notre gîte ( 4 adultes et 2 enfants) confortable vous accueillent dans un environnement paisible et verdoyant.
Le gîte est jumelé avec les propriétaire, parfaitement équipé, pouvant accueillir 4...",76490,Louvetot,Seine-Maritime,Normandie,Louvetot,CA Caux Seine Agglo
Gîtes du Moulin : La Bergerie,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.5934195,0.4022858,"570, Impasse du Moulin",Office de tourisme Caux-Seine Normandie tourisme,2026-05-04,,1 étoile#Classement officiel des hébergements touristiques,"Entre la Seine et la mer. À 20mn d'Étretat et 30mn de Honfleur. Échangeur A29 à 2km. Gare de Bréauté/Beuzeville à 2km.
Agriculteur en activité. 
Activités sur place : Chemin de randonnée au pied du gîte, table de ping-pong.
Activités aux alentours :...",76210,Beuzeville-la-Grenier,Seine-Maritime,Normandie,Beuzeville-la-Grenier,CA Caux Seine Agglo
Petite maison,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.6566841,0.3224796,886 route de Fongueusemare,Communauté de communes Campagne de Caux,2026-05-04, http://gites-la-forge-vimbert.fr/ http://gites-la-forge-vimbert.fr/,2 étoiles#Classement officiel des hébergements touristiques|Qualité Tourisme#Qualité Tourisme,"Situé à proximité d'Etretat, ce gîte de caractère vous permettra de passer un agréable moment dans un environnement de qualité.
Ce gîte équipé comprend un séjour, un salon, une cuisine.
la chambre est à l'étage avec un lit double et un lit simple...",76110,Écrainville,Seine-Maritime,Normandie,Écrainville,CC Campagne-de-Caux
Petit gîte,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.6566841,0.3224796,886 route de Fongueusemare,Communauté de communes Campagne de Caux,2026-05-04, http://gites-la-forge-vimbert.fr/ http://gites-la-forge-vimbert.fr/,2 étoiles#Classement officiel des hébergements touristiques|Qualité Tourisme#Qualité Tourisme,"Situé à proximité d'Etretat, ce gîte de caractère vous permettra de passer un agréable moment dans un environnement de qualité.
Ce gîte équipé comprend un séjour avec coin cuisine. La chambre est à l'étage avec un lit double et un lit simple.
La...",76110,Écrainville,Seine-Maritime,Normandie,Écrainville,CC Campagne-de-Caux
Grand gîte,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.6570964,0.322754,886 route de Fongueusemare,Communauté de communes Campagne de Caux,2026-05-04, http://gites-la-forge-vimbert.fr/ http://gites-la-forge-vimbert.fr/,2 étoiles#Classement officiel des hébergements touristiques|Qualité Tourisme#Qualité Tourisme,"Situé à proximité d'Etretat, ce gîte de caractère vous permettra de passer un agréable moment dans un environnement de qualité. 
Ce gite équipé comprend un séjour, un salon et une cuisine. Les chambres sont à l'étage et disposent de 2 lits doubles...",76110,Écrainville,Seine-Maritime,Normandie,Écrainville,CC Campagne-de-Caux
Aire de stationnement et de service Auber Caravaning,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hôtellerie de plein air', 'Aire de camping-car']",49.657073,0.32256543,886 route de Fongueusemare,Communauté de communes Campagne de Caux,2026-05-04, http://gites-la-forge-vimbert.fr/,,"Dans un environnement de qualité situé dans un verger, les emplacements permettant aux clients possesseurs de caravanes ou camping-cars une pause au calme.
Les emplacements sont sur dalles béton équipées de l'assainissement collectif, l'eau et...",76110,Écrainville,Seine-Maritime,Normandie,Écrainville,CC Campagne-de-Caux
Casa Jean Prad,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.2897722,-0.1226948,27 avenue de Verdun,OT Cabourg,2026-05-06, https://www.clevacances.com/fr/locationvacances/normandie/calvados/-4628/Location/55254,2 étoiles#Classement officiel des hébergements touristiques,"Située en cœur de ville dans une avenue calme, cette maison confortable ,accessible par un escalier dispose d'un grand jardin arboré et d'une belle véranda pour des moments de détente assurée.

Elle est composée d'une cuisine équipée, d'un salon,...",14390,Cabourg,Calvados,Normandie,Cabourg,CC Normandie-Cabourg-Pays d'Auge
Camping Seasonova Le Point du Jour,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Camping', 'Hôtellerie de plein air']",49.2833126,-0.1908342,75 Route de Cabourg,OT Normandie Pays d'Auge,2026-05-04, https://vacances-seasonova.com/fr/camping/le-point-du-jour/<> https://www.facebook.com/seasonova.lepointdujour,4 étoiles#Classement officiel des hébergements touristiques|Qualité Tourisme#Qualité Tourisme|Accueil Vélo#France Vélo Tourisme,"Au coeur de la Côte Fleurie, le Camping du Point du Jour vous offre le confort, les animations et les services pour des vacances idéales en famille. Notre accès direct à la mer vous permettra de profiter de notre plage de sable fin à tout moment de...",14810,Merville-Franceville-Plage,Calvados,Normandie,Merville-Franceville-Plage,CC Normandie-Cabourg-Pays d'Auge
